danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.776,0.968,4,-4.25,0,0.0914,0.00147,0.0,0.204,0.668,97.74,audio_features,4olPjhmLorTREwFO8YvHDk,spotify:track:4olPjhmLorTREwFO8YvHDk,https://api.spotify.com/v1/tracks/4olPjhmLorTREwFO8YvHDk,https://api.spotify.com/v1/audio-analysis/4olPjhmLorTREwFO8YvHDk,250173,4
0.814,0.946,10,-7.097,0,0.136,0.0536,0.0,0.304,0.667,100.035,audio_features,6ueBIizMIir9JtG12VSbZR,spotify:track:6ueBIizMIir9JtG12VSbZR,https://api.spotify.com/v1/tracks/6ueBIizMIir9JtG12VSbZR,https://api.spotify.com/v1/audio-analysis/6ueBIizMIir9JtG12VSbZR,226027,4
0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,audio_features,0LWkaEyQRkF0XAms8Bg1fC,spotify:track:0LWkaEyQRkF0XAms8Bg1fC,https://api.spotify.com/v1/tracks/0LWkaEyQRkF0XAms8Bg1fC,https://api.spotify.com/v1/audio-analysis/0LWkaEyQRkF0XAms8Bg1fC,268867,4
0.797,0.582,2,-12.97,1,0.255,0.00484,2.04e-06,0.517,0.415,105.974,audio_features,1yo16b3u0lptm6Cs7lx4AD,spotify:track:1yo16b3u0lptm6Cs7lx4AD,https://api.spotify.com/v1/tracks/1yo16b3u0lptm6Cs7lx4AD,https://api.spotify.com/v1/audio-analysis/1yo16b3u0lptm6Cs7lx4AD,282640,4
0.808,0.911,11,-4.087,0,0.0832,0.0482,0.00193,0.0367,0.739,107.868,audio_features,1nywM2c66qRbQclvXlyoYy,spotify:track:1nywM2c66qRbQclvXlyoYy,https://api.spotify.com/v1/tracks/1nywM2c66qRbQclvXlyoYy,https://api.spotify.com/v1/audio-analysis/1nywM2c66qRbQclvXlyoYy,341693,4
0.749,0.601,9,-9.46,1,0.331,0.411,0.0,0.116,0.663,98.656,audio_features,23OsKXPv8RVXHQltxo9scO,spotify:track:23OsKXPv8RVXHQltxo9scO,https://api.spotify.com/v1/tracks/23OsKXPv8RVXHQltxo9scO,https://api.spotify.com/v1/audio-analysis/23OsKXPv8RVXHQltxo9scO,242573,4
0.816,0.647,2,-9.273,1,0.286,0.00936,0.000299,0.601,0.888,90.397,audio_features,7i4CSDexcaLSQaWOSZKz0v,spotify:track:7i4CSDexcaLSQaWOSZKz0v,https://api.spotify.com/v1/tracks/7i4CSDexcaLSQaWOSZKz0v,https://api.spotify.com/v1/audio-analysis/7i4CSDexcaLSQaWOSZKz0v,296040,4
0.964,0.791,0,-10.789,1,0.226,0.00843,0.00215,0.0909,0.583,128.817,audio_features,4PG7qS7ElNcGvjiLlSmlMl,spotify:track:4PG7qS7ElNcGvjiLlSmlMl,https://api.spotify.com/v1/tracks/4PG7qS7ElNcGvjiLlSmlMl,https://api.spotify.com/v1/audio-analysis/4PG7qS7ElNcGvjiLlSmlMl,265467,4
0.924,0.74,8,-1.299,1,0.0774,0.0827,0.0,0.163,0.621,133.974,audio_features,7iXF2W9vKmDoGAhlHdpyIa,spotify:track:7iXF2W9vKmDoGAhlHdpyIa,https://api.spotify.com/v1/tracks/7iXF2W9vKmDoGAhlHdpyIa,https://api.spotify.com/v1/audio-analysis/7iXF2W9vKmDoGAhlHdpyIa,222293,4
0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,101.972,audio_features,27AHAtAirQapVldIm4c9ZX,spotify:track:27AHAtAirQapVldIm4c9ZX,https://api.spotify.com/v1/tracks/27AHAtAirQapVldIm4c9ZX,https://api.spotify.com/v1/audio-analysis/27AHAtAirQapVldIm4c9ZX,195107,4
0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,audio_features,503OTo2dSqe7qk76rgsbep,spotify:track:503OTo2dSqe7qk76rgsbep,https://api.spotify.com/v1/tracks/503OTo2dSqe7qk76rgsbep,https://api.spotify.com/v1/audio-analysis/503OTo2dSqe7qk76rgsbep,270587,4
0.887,0.419,10,-10.961,0,0.353,0.114,0.268,0.129,0.576,96.149,audio_features,6GAemDMWAXa8wZOBkO1gar,spotify:track:6GAemDMWAXa8wZOBkO1gar,https://api.spotify.com/v1/tracks/6GAemDMWAXa8wZOBkO1gar,https://api.spotify.com/v1/audio-analysis/6GAemDMWAXa8wZOBkO1gar,217467,4
0.464,0.687,9,-7.623,1,0.0858,0.00643,2.47e-06,0.32,0.458,91.064,audio_features,1z9EbieFSoVLz7A3Q2DCiu,spotify:track:1z9EbieFSoVLz7A3Q2DCiu,https://api.spotify.com/v1/tracks/1z9EbieFSoVLz7A3Q2DCiu,https://api.spotify.com/v1/audio-analysis/1z9EbieFSoVLz7A3Q2DCiu,218187,4
0.849,0.832,6,-8.489,0,0.29,0.385,0.0,0.108,0.889,111.012,audio_features,0OziylrEJHkaZcbox0Zs54,spotify:track:0OziylrEJHkaZcbox0Zs54,https://api.spotify.com/v1/tracks/0OziylrEJHkaZcbox0Zs54,https://api.spotify.com/v1/audio-analysis/0OziylrEJHkaZcbox0Zs54,875573,4
0.832,0.588,11,-10.88,0,0.248,0.4,0.0,0.104,0.716,95.309,audio_features,5EEOjaJyWvfMglmEwf9bG3,spotify:track:5EEOjaJyWvfMglmEwf9bG3,https://api.spotify.com/v1/tracks/5EEOjaJyWvfMglmEwf9bG3,https://api.spotify.com/v1/audio-analysis/5EEOjaJyWvfMglmEwf9bG3,250868,4
0.832,0.922,10,-3.076,1,0.159,0.172,0.0,0.0575,0.624,82.766,audio_features,6cxJxiJNRHnjCyfFlcstGd,spotify:track:6cxJxiJNRHnjCyfFlcstGd,https://api.spotify.com/v1/tracks/6cxJxiJNRHnjCyfFlcstGd,https://api.spotify.com/v1/audio-analysis/6cxJxiJNRHnjCyfFlcstGd,214533,4
0.875,0.745,1,-5.878,1,0.269,0.0227,2.37e-06,0.287,0.749,95.201,audio_features,30oTS7bm0aH3p7lqjEIu8q,spotify:track:30oTS7bm0aH3p7lqjEIu8q,https://api.spotify.com/v1/tracks/30oTS7bm0aH3p7lqjEIu8q,https://api.spotify.com/v1/audio-analysis/30oTS7bm0aH3p7lqjEIu8q,217440,4
0.712,0.726,2,-6.086,0,0.182,0.0168,0.0,0.0869,0.464,97.041,audio_features,1MHtFj66arQ3vD4ZNK1RYy,spotify:track:1MHtFj66arQ3vD4ZNK1RYy,https://api.spotify.com/v1/tracks/1MHtFj66arQ3vD4ZNK1RYy,https://api.spotify.com/v1/audio-analysis/1MHtFj66arQ3vD4ZNK1RYy,227107,4
0.607,0.422,10,-13.364,0,0.499,0.209,0.0,0.0839,0.563,130.47,audio_features,3vZO25GdYuqFrR1kzZADnp,spotify:track:3vZO25GdYuqFrR1kzZADnp,https://api.spotify.com/v1/tracks/3vZO25GdYuqFrR1kzZADnp,https://api.spotify.com/v1/audio-analysis/3vZO25GdYuqFrR1kzZADnp,226987,3
0.791,0.759,10,-7.378,0,0.129,0.0314,0.674,0.255,0.619,102.382,audio_features,6C7ZgThn6Yan5MTZdAEEFw,spotify:track:6C7ZgThn6Yan5MTZdAEEFw,https://api.spotify.com/v1/tracks/6C7ZgThn6Yan5MTZdAEEFw,https://api.spotify.com/v1/audio-analysis/6C7ZgThn6Yan5MTZdAEEFw,289693,4
0.583,0.692,10,-7.932,0,0.362,0.193,0.0,0.121,0.595,174.141,audio_features,7vfvZp6KZJpxiaW6rI9ieM,spotify:track:7vfvZp6KZJpxiaW6rI9ieM,https://api.spotify.com/v1/tracks/7vfvZp6KZJpxiaW6rI9ieM,https://api.spotify.com/v1/audio-analysis/7vfvZp6KZJpxiaW6rI9ieM,253533,4
0.859,0.75,8,-8.325,0,0.303,0.0193,0.0,0.0538,0.857,98.691,audio_features,5n8Aro6j1bEGIy7Tpo7FV7,spotify:track:5n8Aro6j1bEGIy7Tpo7FV7,https://api.spotify.com/v1/tracks/5n8Aro6j1bEGIy7Tpo7FV7,https://api.spotify.com/v1/audio-analysis/5n8Aro6j1bEGIy7Tpo7FV7,345717,4
0.862,0.642,6,-13.652,0,0.101,0.102,0.0,0.272,0.765,99.2,audio_features,1SyQ6t9RdRBK0QUCS6a797,spotify:track:1SyQ6t9RdRBK0QUCS6a797,https://api.spotify.com/v1/tracks/1SyQ6t9RdRBK0QUCS6a797,https://api.spotify.com/v1/audio-analysis/1SyQ6t9RdRBK0QUCS6a797,267267,4
0.791,0.95,4,-5.618,0,0.248,0.0885,0.0,0.0784,0.751,110.193,audio_features,7Lc8L0BZVmxKT57OhQQesA,spotify:track:7Lc8L0BZVmxKT57OhQQesA,https://api.spotify.com/v1/tracks/7Lc8L0BZVmxKT57OhQQesA,https://api.spotify.com/v1/audio-analysis/7Lc8L0BZVmxKT57OhQQesA,227013,4
0.603,0.762,4,-7.744,0,0.285,0.0953,1.53e-05,0.478,0.379,94.726,audio_features,39QBkWKnap8wRSW4WB9OK0,spotify:track:39QBkWKnap8wRSW4WB9OK0,https://api.spotify.com/v1/tracks/39QBkWKnap8wRSW4WB9OK0,https://api.spotify.com/v1/audio-analysis/39QBkWKnap8wRSW4WB9OK0,211867,4
0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,audio_features,1DIXPcTDzTj8ZMHt3PDt8p,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,https://api.spotify.com/v1/tracks/1DIXPcTDzTj8ZMHt3PDt8p,https://api.spotify.com/v1/audio-analysis/1DIXPcTDzTj8ZMHt3PDt8p,240693,4
0.674,0.767,10,-6.598,0,0.319,0.354,0.0,0.346,0.797,91.719,audio_features,3gTPlYouwH2OoVbMQBB4UC,spotify:track:3gTPlYouwH2OoVbMQBB4UC,https://api.spotify.com/v1/tracks/3gTPlYouwH2OoVbMQBB4UC,https://api.spotify.com/v1/audio-analysis/3gTPlYouwH2OoVbMQBB4UC,275893,4
0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,audio_features,6zsk6uF3MxfIeHPlubKBvR,spotify:track:6zsk6uF3MxfIeHPlubKBvR,https://api.spotify.com/v1/tracks/6zsk6uF3MxfIeHPlubKBvR,https://api.spotify.com/v1/audio-analysis/6zsk6uF3MxfIeHPlubKBvR,211120,4
0.831,0.667,6,-11.205,0,0.0759,0.00277,0.000188,0.33,0.835,111.222,audio_features,586KkZcNdYAkORj1SkBC4A,spotify:track:586KkZcNdYAkORj1SkBC4A,https://api.spotify.com/v1/tracks/586KkZcNdYAkORj1SkBC4A,https://api.spotify.com/v1/audio-analysis/586KkZcNdYAkORj1SkBC4A,223533,4
0.818,0.653,1,-8.396,1,0.204,0.0335,5.46e-06,0.22,0.533,99.931,audio_features,31bf9SEOppLU6lQ85d8om6,spotify:track:31bf9SEOppLU6lQ85d8om6,https://api.spotify.com/v1/tracks/31bf9SEOppLU6lQ85d8om6,https://api.spotify.com/v1/audio-analysis/31bf9SEOppLU6lQ85d8om6,261133,4
0.539,0.966,1,-5.02,1,0.433,0.0542,0.0,0.466,0.432,99.142,audio_features,6vARxwzWHQ1UOqjOaXrBNv,spotify:track:6vARxwzWHQ1UOqjOaXrBNv,https://api.spotify.com/v1/tracks/6vARxwzWHQ1UOqjOaXrBNv,https://api.spotify.com/v1/audio-analysis/6vARxwzWHQ1UOqjOaXrBNv,235533,4
0.8,0.667,11,-7.888,0,0.335,0.198,0.0,0.368,0.709,104.044,audio_features,2XEDvwzY9TymhYPqi2y0GL,spotify:track:2XEDvwzY9TymhYPqi2y0GL,https://api.spotify.com/v1/tracks/2XEDvwzY9TymhYPqi2y0GL,https://api.spotify.com/v1/audio-analysis/2XEDvwzY9TymhYPqi2y0GL,217360,4
0.69,0.729,11,-5.819,0,0.221,1.7e-05,0.0431,0.152,0.357,91.376,audio_features,2CPturRUlpvirYr7VpkXCV,spotify:track:2CPturRUlpvirYr7VpkXCV,https://api.spotify.com/v1/tracks/2CPturRUlpvirYr7VpkXCV,https://api.spotify.com/v1/audio-analysis/2CPturRUlpvirYr7VpkXCV,202107,4
0.857,0.867,6,-4.952,0,0.063,0.0271,0.0,0.128,0.918,104.405,audio_features,4h1T8pUzl9VtudWWlVAxxz,spotify:track:4h1T8pUzl9VtudWWlVAxxz,https://api.spotify.com/v1/tracks/4h1T8pUzl9VtudWWlVAxxz,https://api.spotify.com/v1/audio-analysis/4h1T8pUzl9VtudWWlVAxxz,253133,4
0.753,0.534,7,-8.38,1,0.231,0.244,0.0,0.0832,0.707,91.917,audio_features,7dFKP3k84m9SIghZFM2e7P,spotify:track:7dFKP3k84m9SIghZFM2e7P,https://api.spotify.com/v1/tracks/7dFKP3k84m9SIghZFM2e7P,https://api.spotify.com/v1/audio-analysis/7dFKP3k84m9SIghZFM2e7P,293027,4
0.854,0.565,4,-6.035,0,0.116,0.0541,0.834,0.24,0.534,96.282,audio_features,3TsyR7A4Dkaa3lVN2wG02m,spotify:track:3TsyR7A4Dkaa3lVN2wG02m,https://api.spotify.com/v1/tracks/3TsyR7A4Dkaa3lVN2wG02m,https://api.spotify.com/v1/audio-analysis/3TsyR7A4Dkaa3lVN2wG02m,187307,4
0.732,0.685,0,-6.493,1,0.304,0.119,0.0,0.722,0.743,90.962,audio_features,13RN1lp57gOlY7O0d98zpG,spotify:track:13RN1lp57gOlY7O0d98zpG,https://api.spotify.com/v1/tracks/13RN1lp57gOlY7O0d98zpG,https://api.spotify.com/v1/audio-analysis/13RN1lp57gOlY7O0d98zpG,275467,4
0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,audio_features,1B75hgRqe7A4fwee3g3Wmu,spotify:track:1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/tracks/1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/audio-analysis/1B75hgRqe7A4fwee3g3Wmu,257360,4
0.848,0.663,1,-6.703,1,0.173,0.121,0.000923,0.113,0.743,101.072,audio_features,6juIzbXd7ERNLhYCcOpi7u,spotify:track:6juIzbXd7ERNLhYCcOpi7u,https://api.spotify.com/v1/tracks/6juIzbXd7ERNLhYCcOpi7u,https://api.spotify.com/v1/audio-analysis/6juIzbXd7ERNLhYCcOpi7u,222467,4
0.533,0.985,1,-3.835,0,0.313,0.00221,1.58e-06,0.14,0.312,98.616,audio_features,7u0rneYVggOrHUUYbKQpUO,spotify:track:7u0rneYVggOrHUUYbKQpUO,https://api.spotify.com/v1/tracks/7u0rneYVggOrHUUYbKQpUO,https://api.spotify.com/v1/audio-analysis/7u0rneYVggOrHUUYbKQpUO,234093,4
0.59,0.917,1,-8.379,0,0.0812,0.0144,2.63e-06,0.162,0.735,109.56,audio_features,4wnrxq2n4612kdlPzm7Xhy,spotify:track:4wnrxq2n4612kdlPzm7Xhy,https://api.spotify.com/v1/tracks/4wnrxq2n4612kdlPzm7Xhy,https://api.spotify.com/v1/audio-analysis/4wnrxq2n4612kdlPzm7Xhy,213133,4
0.83,0.859,7,-9.213,1,0.124,0.000971,0.0,0.214,0.654,109.321,audio_features,3aRiplMITqwiQdqxm4gXl0,spotify:track:3aRiplMITqwiQdqxm4gXl0,https://api.spotify.com/v1/tracks/3aRiplMITqwiQdqxm4gXl0,https://api.spotify.com/v1/audio-analysis/3aRiplMITqwiQdqxm4gXl0,283307,4
0.839,0.878,7,-2.485,1,0.0916,0.0378,8.56e-06,0.0692,0.849,88.01,audio_features,5fuckUyGUsTPJEugfXNsjw,spotify:track:5fuckUyGUsTPJEugfXNsjw,https://api.spotify.com/v1/tracks/5fuckUyGUsTPJEugfXNsjw,https://api.spotify.com/v1/audio-analysis/5fuckUyGUsTPJEugfXNsjw,265667,4
0.631,0.643,4,-8.848,0,0.335,0.0582,0.000526,0.102,0.264,192.016,audio_features,2KpDhsXCx6TmZOVZPuAJ4O,spotify:track:2KpDhsXCx6TmZOVZPuAJ4O,https://api.spotify.com/v1/tracks/2KpDhsXCx6TmZOVZPuAJ4O,https://api.spotify.com/v1/audio-analysis/2KpDhsXCx6TmZOVZPuAJ4O,136406,4
0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,audio_features,5T8EDUDqKcs6OSOwEsfqG7,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,https://api.spotify.com/v1/tracks/5T8EDUDqKcs6OSOwEsfqG7,https://api.spotify.com/v1/audio-analysis/5T8EDUDqKcs6OSOwEsfqG7,209413,4
0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,audio_features,2EqlS6tkEnglzr7tkKAAYD,spotify:track:2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/audio-analysis/2EqlS6tkEnglzr7tkKAAYD,259947,4
0.623,0.537,10,-10.014,0,0.0726,0.332,1.4e-05,0.0963,0.905,166.885,audio_features,452KBpASS5lZLeJWX9Ixub,spotify:track:452KBpASS5lZLeJWX9Ixub,https://api.spotify.com/v1/tracks/452KBpASS5lZLeJWX9Ixub,https://api.spotify.com/v1/audio-analysis/452KBpASS5lZLeJWX9Ixub,146933,4
0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,audio_features,5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,293827,4
0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,audio_features,7FwBtcecmlpc1sLySPXeGE,spotify:track:7FwBtcecmlpc1sLySPXeGE,https://api.spotify.com/v1/tracks/7FwBtcecmlpc1sLySPXeGE,https://api.spotify.com/v1/audio-analysis/7FwBtcecmlpc1sLySPXeGE,241307,4
0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,audio_features,5uvosCdMlFdTXhoazkTI5R,spotify:track:5uvosCdMlFdTXhoazkTI5R,https://api.spotify.com/v1/tracks/5uvosCdMlFdTXhoazkTI5R,https://api.spotify.com/v1/audio-analysis/5uvosCdMlFdTXhoazkTI5R,429760,4
0.429,0.543,5,-9.139,1,0.0347,0.536,2.54e-05,0.125,0.693,122.619,audio_features,0cx32rX0uZvcJUP92Wkj2y,spotify:track:0cx32rX0uZvcJUP92Wkj2y,https://api.spotify.com/v1/tracks/0cx32rX0uZvcJUP92Wkj2y,https://api.spotify.com/v1/audio-analysis/0cx32rX0uZvcJUP92Wkj2y,145107,4
0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,audio_features,0HEmnAUT8PHznIAAmVXqFJ,spotify:track:0HEmnAUT8PHznIAAmVXqFJ,https://api.spotify.com/v1/tracks/0HEmnAUT8PHznIAAmVXqFJ,https://api.spotify.com/v1/audio-analysis/0HEmnAUT8PHznIAAmVXqFJ,193200,4
0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,audio_features,3SdTKo2uVsxFblQjpScoHy,spotify:track:3SdTKo2uVsxFblQjpScoHy,https://api.spotify.com/v1/tracks/3SdTKo2uVsxFblQjpScoHy,https://api.spotify.com/v1/audio-analysis/3SdTKo2uVsxFblQjpScoHy,180056,4
0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,audio_features,4BP3uh0hFLFRb5cjsgLqDh,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/tracks/4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/audio-analysis/4BP3uh0hFLFRb5cjsgLqDh,140773,4
0.774,0.641,1,-10.193,1,0.0799,0.0765,0.0,0.0867,0.875,113.256,audio_features,3qI94hINNNeb4S7xQi18lS,spotify:track:3qI94hINNNeb4S7xQi18lS,https://api.spotify.com/v1/tracks/3qI94hINNNeb4S7xQi18lS,https://api.spotify.com/v1/audio-analysis/3qI94hINNNeb4S7xQi18lS,214200,4
0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,audio_features,54X78diSLoUDI3joC2bjMz,spotify:track:54X78diSLoUDI3joC2bjMz,https://api.spotify.com/v1/tracks/54X78diSLoUDI3joC2bjMz,https://api.spotify.com/v1/audio-analysis/54X78diSLoUDI3joC2bjMz,520787,4
0.567,0.959,8,-3.822,1,0.102,0.0995,6.07e-05,0.1,0.961,137.377,audio_features,6tZdL3Zp8JgrfDbsSeSV1S,spotify:track:6tZdL3Zp8JgrfDbsSeSV1S,https://api.spotify.com/v1/tracks/6tZdL3Zp8JgrfDbsSeSV1S,https://api.spotify.com/v1/audio-analysis/6tZdL3Zp8JgrfDbsSeSV1S,133933,4
0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,audio_features,0iOZM63lendWRTTeKhZBSC,spotify:track:0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/tracks/0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/audio-analysis/0iOZM63lendWRTTeKhZBSC,244027,4
0.59,0.805,0,-6.481,1,0.0371,0.137,0.0,0.0996,0.797,138.514,audio_features,5J2CHimS7dWYMImCHkEFaJ,spotify:track:5J2CHimS7dWYMImCHkEFaJ,https://api.spotify.com/v1/tracks/5J2CHimS7dWYMImCHkEFaJ,https://api.spotify.com/v1/audio-analysis/5J2CHimS7dWYMImCHkEFaJ,154200,4
0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,audio_features,4u7EnebtmKWzUH433cf5Qv,spotify:track:4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/tracks/4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/audio-analysis/4u7EnebtmKWzUH433cf5Qv,354320,4
0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4
0.348,0.848,6,-4.674,0,0.0396,0.0454,0.0,0.143,0.486,162.189,audio_features,3QxKpdTB8ZSFn8MGeCCpsQ,spotify:track:3QxKpdTB8ZSFn8MGeCCpsQ,https://api.spotify.com/v1/tracks/3QxKpdTB8ZSFn8MGeCCpsQ,https://api.spotify.com/v1/audio-analysis/3QxKpdTB8ZSFn8MGeCCpsQ,316827,3
0.403,0.495,10,-6.888,0,0.0312,0.387,8.03e-06,0.147,0.38,132.912,audio_features,2oF7FZHIJbzjeEXZ3D0Ku4,spotify:track:2oF7FZHIJbzjeEXZ3D0Ku4,https://api.spotify.com/v1/tracks/2oF7FZHIJbzjeEXZ3D0Ku4,https://api.spotify.com/v1/audio-analysis/2oF7FZHIJbzjeEXZ3D0Ku4,217747,4
0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,audio_features,3NfxSdJnVdon1axzloJgba,spotify:track:3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/tracks/3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/audio-analysis/3NfxSdJnVdon1axzloJgba,216773,4
0.445,0.872,6,-6.294,0,0.0602,0.00402,0.00909,0.047,0.834,162.407,audio_features,5Q7cE6wGHMehLFo2ppkk5D,spotify:track:5Q7cE6wGHMehLFo2ppkk5D,https://api.spotify.com/v1/tracks/5Q7cE6wGHMehLFo2ppkk5D,https://api.spotify.com/v1/audio-analysis/5Q7cE6wGHMehLFo2ppkk5D,208360,4
0.483,0.677,0,-5.91,1,0.0593,0.283,0.0,0.321,0.842,170.72,audio_features,3SdingSsFcZDZAyvcJbgAw,spotify:track:3SdingSsFcZDZAyvcJbgAw,https://api.spotify.com/v1/tracks/3SdingSsFcZDZAyvcJbgAw,https://api.spotify.com/v1/audio-analysis/3SdingSsFcZDZAyvcJbgAw,131867,4
0.622,0.957,9,-3.197,0,0.0633,0.0188,8.14e-06,0.0456,0.865,150.02,audio_features,0JIujrQsYJuNKSj5f4PgAm,spotify:track:0JIujrQsYJuNKSj5f4PgAm,https://api.spotify.com/v1/tracks/0JIujrQsYJuNKSj5f4PgAm,https://api.spotify.com/v1/audio-analysis/0JIujrQsYJuNKSj5f4PgAm,344413,4
0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,audio_features,0dOg1ySSI7NkpAe89Zo0b9,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,https://api.spotify.com/v1/tracks/0dOg1ySSI7NkpAe89Zo0b9,https://api.spotify.com/v1/audio-analysis/0dOg1ySSI7NkpAe89Zo0b9,278680,4
0.498,0.889,0,-5.413,1,0.0546,0.0947,1.62e-06,0.733,0.696,134.88,audio_features,15BQ7vEDv2LJuh8TxWIhtd,spotify:track:15BQ7vEDv2LJuh8TxWIhtd,https://api.spotify.com/v1/tracks/15BQ7vEDv2LJuh8TxWIhtd,https://api.spotify.com/v1/audio-analysis/15BQ7vEDv2LJuh8TxWIhtd,283360,4
0.687,0.63,6,-10.817,1,0.0389,0.251,0.0,0.221,0.926,110.051,audio_features,4yQw7FR9lcvL6RHtegbJBh,spotify:track:4yQw7FR9lcvL6RHtegbJBh,https://api.spotify.com/v1/tracks/4yQw7FR9lcvL6RHtegbJBh,https://api.spotify.com/v1/audio-analysis/4yQw7FR9lcvL6RHtegbJBh,139733,4
0.653,0.73,5,-10.613,1,0.0429,0.0115,1.02e-05,0.0776,0.894,108.709,audio_features,4JfuiOWlWCkjP6OKurHjSn,spotify:track:4JfuiOWlWCkjP6OKurHjSn,https://api.spotify.com/v1/tracks/4JfuiOWlWCkjP6OKurHjSn,https://api.spotify.com/v1/audio-analysis/4JfuiOWlWCkjP6OKurHjSn,220311,4
0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,audio_features,37Tmv4NnfQeb0ZgUC4fOJj,spotify:track:37Tmv4NnfQeb0ZgUC4fOJj,https://api.spotify.com/v1/tracks/37Tmv4NnfQeb0ZgUC4fOJj,https://api.spotify.com/v1/audio-analysis/37Tmv4NnfQeb0ZgUC4fOJj,348624,4
0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,audio_features,62LJFaYihsdVrrkgUOJC05,spotify:track:62LJFaYihsdVrrkgUOJC05,https://api.spotify.com/v1/tracks/62LJFaYihsdVrrkgUOJC05,https://api.spotify.com/v1/audio-analysis/62LJFaYihsdVrrkgUOJC05,226240,4
0.795,0.435,4,-8.927,1,0.0324,0.0841,0.00026,0.0763,0.596,108.95,audio_features,2AkmdLbVKS1steeZdy8H1l,spotify:track:2AkmdLbVKS1steeZdy8H1l,https://api.spotify.com/v1/tracks/2AkmdLbVKS1steeZdy8H1l,https://api.spotify.com/v1/audio-analysis/2AkmdLbVKS1steeZdy8H1l,258013,4
0.383,0.97,9,-5.638,1,0.0435,0.0276,0.0,0.0942,0.62,101.603,audio_features,21YxK0klhpfLW8budkJaMF,spotify:track:21YxK0klhpfLW8budkJaMF,https://api.spotify.com/v1/tracks/21YxK0klhpfLW8budkJaMF,https://api.spotify.com/v1/audio-analysis/21YxK0klhpfLW8budkJaMF,313926,4
